Case_ID,Timestamp,Activity,Resource,Cost
C_20,2026-01-01 03:25:00,Verificacion_Automatica,API,2
C_20,2026-01-01 03:27:00,Comprobar_Antecedentes,API,1
C_20,2026-01-01 03:29:00,Calculo_Scoring,API,1
C_20,2026-01-01 03:34:00,Aprobacion_Automatica,Sistema,0
C_20,2026-01-01 03:39:00,Emitir_Transferencia,Banco,5
C_21,2026-01-01 03:30:00,Recibir_Solicitud,Sistema,0
C_21,2026-01-01 03:35:00,Verificacion_Automatica,API,2
C_21,2026-01-01 03:37:00,Calculo_Scoring,API,1
C_21,2026-01-01 03:39:00,Comprobar_Antecedentes,API,1
C_21,2026-01-01 03:44:00,Requiere_Revision_Manual,Sistema,0
C_21,2026-01-01 05:44:00,Analisis_Riesgo_Manual,Empleado,50
C_21,2026-01-01 06:14:00,Rechazo_Manual,Empleado,0
C_22,2026-01-01 03:40:00,Recibir_Solicitud,Sistema,0
C_22,2026-01-01 03:45:00,Verificacion_Automatica,API,2
C_22,2026-01-01 03:47:00,Comprobar_Antecedentes,API,1
C_22,2026-01-01 03:49:00,Calculo_Scoring,API,1
C_22,2026-01-01 03:54:00,Aprobacion_Automatica,Sistema,0
C_22,2026-01-01 03:59:00,Emitir_Transferencia,Banco,5
C_23,2026-01-01 03:50:00,Recibir_Solicitud,Sistema,0
C_23,2026-01-01 03:55:00,Verificacion_Automatica,API,2
C_23,2026-01-01 03:57:00,Comprobar_Antecedentes,API,1
C_23,2026-01-01 03:59:00,Calculo_Scoring,API,1
C_23,2026-01-01 04:04:00,Aprobacion_Automatica,Sistema,0
C_23,2026-01-01 04:09:00,Emitir_Transferencia,Banco,5
C_24,2026-01-01 04:00:00,Recibir_Solicitud,Sistema,0
C_24,2026-01-01 04:05:00,Verificacion_Automatica,API,2
C_24,2026-01-01 04:07:00,Comprobar_Antecedentes,API,1
C_24,2026-01-01 04:09:00,Calculo_Scoring,API,1
C_24,2026-01-01 04:14:00,Aprobacion_Automatica,Sistema,0
C_24,2026-01-01 04:19:00,Emitir_Transferencia,Banco,5
C_25,2026-01-01 04:10:00,Recibir_Solicitud,Sistema,0
C_25,2026-01-01 04:15:00,Verificacion_Automatica,API,2
C_25,2026-01-01 04:17:00,Comprobar_Antecedentes,API,1
C_25,2026-01-01 04:19:00,Calculo_Scoring,API,1
C_25,2026-01-01 04:24:00,Aprobacion_Automatica,Sistema,0
C_25,2026-01-01 04:29:00,Emitir_Transferencia,Banco,5
C_26,2026-01-01 04:20:00,Recibir_Solicitud,Sistema,0
C_26,2026-01-01 04:25:00,Verificacion_Automatica,API,2
C_26,2026-01-01 04:27:00,Comprobar_Antecedentes,API,1
C_26,2026-01-01 04:29:00,Calculo_Scoring,API,1
C_26,2026-01-01 04:34:00,Aprobacion_Automatica,Sistema,0
C_26,2026-01-01 04:39:00,Emitir_Transferencia,Banco,5
C_27,2026-01-01 04:30:00,Recibir_Solicitud,Sistema,0
C_27,2026-01-01 04:35:00,Verificacion_Automatica,API,2
C_27,2026-01-01 04:37:00,Calculo_Scoring,API,1
C_27,2026-01-01 04:39:00,Comprobar_Antecedentes,API,1
C_27,2026-01-01 04:44:00,Requiere_Revision_Manual,Sistema,0
C_27,2026-01-01 06:44:00,Analisis_Riesgo_Manual,Empleado,50
C_27,2026-01-01 07:14:00,Aprobacion_Manual,Empleado,0
C_28,2026-01-01 04:40:00,Recibir_Solicitud,Sistema,0
C_28,2026-01-01 04:45:00,Verificacion_Automatica,API,2
C_28,2026-01-01 04:47:00,Calculo_Scoring,API,1
C_28,2026-01-01 04:49:00,Comprobar_Antecedentes,API,1
C_28,2026-01-01 04:54:00,Aprobacion_Automatica,Sistema,0
C_28,2026-01-01 04:59:00,Emitir_Transferencia,Banco,5
C_29,2026-01-01 04:50:00,Recibir_Solicitud,Sistema,0
C_29,2026-01-01 04:55:00,Verificacion_Automatica,API,2
C_29,2026-01-01 04:57:00,Comprobar_Antecedentes,API,1
C_29,2026-01-01 04:59:00,Calculo_Scoring,API,1
C_29,2026-01-01 05:04:00,Requiere_Revision_Manual,Sistema,0
C_29,2026-01-01 07:04:00,Analisis_Riesgo_Manual,Empleado,50
C_29,2026-01-01 07:34:00,Aprobacion_Manual,Empleado,0
C_30,2026-01-01 05:00:00,Recibir_Solicitud,Sistema,0
C_30,2026-01-01 05:05:00,Verificacion_Automatica,API,2
C_30,2026-01-01 05:07:00,Comprobar_Antecedentes,API,1
C_30,2026-01-01 05:09:00,Calculo_Scoring,API,1
C_30,2026-01-01 05:14:00,Aprobacion_Automatica,Sistema,0
C_30,2026-01-01 05:19:00,Emitir_Transferencia,Banco,5
C_31,2026-01-01 05:10:00,Recibir_Solicitud,Sistema,0
C_31,2026-01-01 05:15:00,Verificacion_Automatica,API,2
C_31,2026-01-01 05:17:00,Calculo_Scoring,API,1
C_31,2026-01-01 05:19:00,Comprobar_Antecedentes,API,1
C_31,2026-01-01 05:24:00,Aprobacion_Automatica,Sistema,0
C_31,2026-01-01 05:29:00,Emitir_Transferencia,Banco,5
C_32,2026-01-01 05:20:00,Recibir_Solicitud,Sistema,0
C_32,2026-01-01 05:25:00,Verificacion_Automatica,API,2
C_32,2026-01-01 05:27:00,Comprobar_Antecedentes,API,1
C_32,2026-01-01 05:29:00,Calculo_Scoring,API,1
C_32,2026-01-01 05:34:00,Aprobacion_Automatica,Sistema,0
C_32,2026-01-01 05:39:00,Emitir_Transferencia,Banco,5
C_33,2026-01-01 05:30:00,Recibir_Solicitud,Sistema,0
C_33,2026-01-01 05:35:00,Verificacion_Automatica,API,2
C_33,2026-01-01 05:37:00,Calculo_Scoring,API,1
C_33,2026-01-01 05:39:00,Comprobar_Antecedentes,API,1
C_33,2026-01-01 05:44:00,Aprobacion_Automatica,Sistema,0
C_33,2026-01-01 05:49:00,Emitir_Transferencia,Banco,5
C_34,2026-01-01 05:40:00,Recibir_Solicitud,Sistema,0
C_34,2026-01-01 05:45:00,Verificacion_Automatica,API,2
C_34,2026-01-01 05:47:00,Calculo_Scoring,API,1
C_34,2026-01-01 05:49:00,Comprobar_Antecedentes,API,1
C_34,2026-01-01 05:54:00,Requiere_Revision_Manual,Sistema,0
C_34,2026-01-01 07:54:00,Analisis_Riesgo_Manual,Empleado,50
C_34,2026-01-01 08:24:00,Aprobacion_Manual,Empleado,0
C_35,2026-01-01 05:50:00,Recibir_Solicitud,Sistema,0
C_35,2026-01-01 05:55:00,Verificacion_Automatica,API,2
C_35,2026-01-01 05:57:00,Comprobar_Antecedentes,API,1
C_35,2026-01-01 05:59:00,Calculo_Scoring,API,1
C_35,2026-01-01 06:04:00,Aprobacion_Automatica,Sistema,0
C_35,2026-01-01 06:09:00,Emitir_Transferencia,Banco,5
C_36,2026-01-01 06:00:00,Recibir_Solicitud,Sistema,0
C_36,2026-01-01 06:05:00,Verificacion_Automatica,API,2
C_36,2026-01-01 06:07:00,Calculo_Scoring,API,1
C_36,2026-01-01 06:09:00,Comprobar_Antecedentes,API,1
C_36,2026-01-01 06:14:00,Aprobacion_Automatica,Sistema,0
C_36,2026-01-01 06:19:00,Emitir_Transferencia,Banco,5
C_37,2026-01-01 06:10:00,Recibir_Solicitud,Sistema,0
C_37,2026-01-01 06:15:00,Verificacion_Automatica,API,2
C_37,2026-01-01 06:17:00,Comprobar_Antecedentes,API,1
C_37,2026-01-01 06:19:00,Calculo_Scoring,API,1
C_37,2026-01-01 06:24:00,Aprobacion_Automatica,Sistema,0
C_37,2026-01-01 06:29:00,Emitir_Transferencia,Banco,5
C_38,2026-01-01 06:20:00,Recibir_Solicitud,Sistema,0
C_38,2026-01-01 06:25:00,Verificacion_Automatica,API,2
C_38,2026-01-01 06:27:00,Comprobar_Antecedentes,API,1
C_38,2026-01-01 06:29:00,Calculo_Scoring,API,1
C_38,2026-01-01 06:34:00,Requiere_Revision_Manual,Sistema,0
C_38,2026-01-01 08:34:00,Analisis_Riesgo_Manual,Empleado,50
C_38,2026-01-01 09:04:00,Rechazo_Manual,Empleado,0
C_39,2026-01-01 06:30:00,Recibir_Solicitud,Sistema,0
C_39,2026-01-01 06:35:00,Verificacion_Automatica,API,2
C_39,2026-01-01 06:37:00,Calculo_Scoring,API,1
C_39,2026-01-01 06:39:00,Comprobar_Antecedentes,API,1
C_39,2026-01-01 06:44:00,Requiere_Revision_Manual,Sistema,0
C_39,2026-01-01 08:44:00,Analisis_Riesgo_Manual,Empleado,50
C_39,2026-01-01 09:14:00,Aprobacion_Manual,Empleado,0
C_40,2026-01-01 06:40:00,Recibir_Solicitud,Sistema,0
C_40,2026-01-01 06:45:00,Verificacion_Automatica,API,2
C_40,2026-01-01 06:47:00,Comprobar_Antecedentes,API,1
C_40,2026-01-01 06:49:00,Calculo_Scoring,API,1
C_40,2026-01-01 06:54:00,Aprobacion_Automatica,Sistema,0
C_40,2026-01-01 06:59:00,Emitir_Transferencia,Banco,5
C_41,2026-01-01 06:50:00,Recibir_Solicitud,Sistema,0
C_41,2026-01-01 06:55:00,Verificacion_Automatica,API,2
C_41,2026-01-01 06:57:00,Calculo_Scoring,API,1
C_41,2026-01-01 06:59:00,Comprobar_Antecedentes,API,1
C_41,2026-01-01 07:04:00,Aprobacion_Automatica,Sistema,0
C_41,2026-01-01 07:09:00,Emitir_Transferencia,Banco,5
C_42,2026-01-01 07:00:00,Recibir_Solicitud,Sistema,0
C_42,2026-01-01 07:05:00,Verificacion_Automatica,API,2
C_42,2026-01-01 07:07:00,Comprobar_Antecedentes,API,1
C_42,2026-01-01 07:09:00,Calculo_Scoring,API,1
C_42,2026-01-01 07:14:00,Requiere_Revision_Manual,Sistema,0
C_42,2026-01-01 09:14:00,Analisis_Riesgo_Manual,Empleado,50
C_42,2026-01-01 09:44:00,Aprobacion_Manual,Empleado,0
C_43,2026-01-01 07:10:00,Recibir_Solicitud,Sistema,0
C_43,2026-01-01 07:15:00,Verificacion_Automatica,API,2
C_43,2026-01-01 07:17:00,Calculo_Scoring,API,1
C_43,2026-01-01 07:19:00,Comprobar_Antecedentes,API,1
C_43,2026-01-01 07:24:00,Aprobacion_Automatica,Sistema,0
C_43,2026-01-01 07:29:00,Emitir_Transferencia,Banco,5
C_44,2026-01-01 07:20:00,Recibir_Solicitud,Sistema,0
C_44,2026-01-01 07:25:00,Verificacion_Automatica,API,2
C_44,2026-01-01 07:27:00,Calculo_Scoring,API,1
C_44,2026-01-01 07:29:00,Comprobar_Antecedentes,API,1
C_44,2026-01-01 07:34:00,Aprobacion_Automatica,Sistema,0
C_44,2026-01-01 07:39:00,Emitir_Transferencia,Banco,5
C_45,2026-01-01 07:30:00,Recibir_Solicitud,Sistema,0
C_45,2026-01-01 07:35:00,Verificacion_Automatica,API,2
C_45,2026-01-01 07:37:00,Comprobar_Antecedentes,API,1
C_45,2026-01-01 07:39:00,Calculo_Scoring,API,1
C_45,2026-01-01 07:44:00,Aprobacion_Automatica,Sistema,0
C_45,2026-01-01 07:49:00,Emitir_Transferencia,Banco,5
C_46,2026-01-01 07:40:00,Recibir_Solicitud,Sistema,0
C_46,2026-01-01 07:45:00,Verificacion_Automatica,API,2
C_46,2026-01-01 07:47:00,Comprobar_Antecedentes,API,1
C_46,2026-01-01 07:49:00,Calculo_Scoring,API,1
C_46,2026-01-01 07:54:00,Aprobacion_Automatica,Sistema,0
C_46,2026-01-01 07:59:00,Emitir_Transferencia,Banco,5
C_47,2026-01-01 07:50:00,Recibir_Solicitud,Sistema,0
C_47,2026-01-01 07:55:00,Verificacion_Automatica,API,2
C_47,2026-01-01 07:57:00,Calculo_Scoring,API,1
C_47,2026-01-01 07:59:00,Comprobar_Antecedentes,API,1
C_47,2026-01-01 08:04:00,Aprobacion_Automatica,Sistema,0
C_47,2026-01-01 08:09:00,Emitir_Transferencia,Banco,5
C_48,2026-01-01 08:00:00,Recibir_Solicitud,Sistema,0
C_48,2026-01-01 08:05:00,Verificacion_Automatica,API,2
C_48,2026-01-01 08:07:00,Comprobar_Antecedentes,API,1
C_48,2026-01-01 08:09:00,Calculo_Scoring,API,1
C_48,2026-01-01 08:14:00,Aprobacion_Automatica,Sistema,0
C_48,2026-01-01 08:19:00,Emitir_Transferencia,Banco,5
C_49,2026-01-01 08:10:00,Recibir_Solicitud,Sistema,0
C_49,2026-01-01 08:15:00,Verificacion_Automatica,API,2
C_49,2026-01-01 08:17:00,Calculo_Scoring,API,1
C_49,2026-01-01 08:19:00,Comprobar_Antecedentes,API,1
C_49,2026-01-01 08:24:00,Requiere_Revision_Manual,Sistema,0
C_49,2026-01-01 10:24:00,Analisis_Riesgo_Manual,Empleado,50
C_49,2026-01-01 10:54:00,Rechazo_Manual,Empleado,0
C_50,2026-01-01 08:20:00,Recibir_Solicitud,Sistema,0
C_50,2026-01-01 08:25:00,Verificacion_Automatica,API,2
C_50,2026-01-01 08:27:00,Comprobar_Antecedentes,API,1
C_50,2026-01-01 08:29:00,Calculo_Scoring,API,1
C_50,2026-01-01 08:34:00,Aprobacion_Automatica,Sistema,0
C_50,2026-01-01 08:39:00,Emitir_Transferencia,Banco,5
C_51,2026-01-01 08:30:00,Recibir_Solicitud,Sistema,0
C_51,2026-01-01 08:35:00,Verificacion_Automatica,API,2
C_51,2026-01-01 08:37:00,Calculo_Scoring,API,1
C_51,2026-01-01 08:39:00,Comprobar_Antecedentes,API,1
C_51,2026-01-01 08:44:00,Requiere_Revision_Manual,Sistema,0
C_51,2026-01-01 10:44:00,Analisis_Riesgo_Manual,Empleado,50
C_51,2026-01-01 11:14:00,Aprobacion_Manual,Empleado,0
C_52,2026-01-01 08:40:00,Recibir_Solicitud,Sistema,0
C_52,2026-01-01 08:45:00,Verificacion_Automatica,API,2
C_52,2026-01-01 08:47:00,Calculo_Scoring,API,1
C_52,2026-01-01 08:49:00,Comprobar_Antecedentes,API,1
C_52,2026-01-01 08:54:00,Requiere_Revision_Manual,Sistema,0
C_52,2026-01-01 10:54:00,Analisis_Riesgo_Manual,Empleado,50
C_52,2026-01-01 11:24:00,Aprobacion_Manual,Empleado,0
C_53,2026-01-01 08:50:00,Recibir_Solicitud,Sistema,0
C_53,2026-01-01 08:55:00,Verificacion_Automatica,API,2
C_53,2026-01-01 08:57:00,Calculo_Scoring,API,1
C_53,2026-01-01 08:59:00,Comprobar_Antecedentes,API,1
C_53,2026-01-01 09:04:00,Aprobacion_Automatica,Sistema,0
C_53,2026-01-01 09:09:00,Emitir_Transferencia,Banco,5
C_54,2026-01-01 09:00:00,Recibir_Solicitud,Sistema,0
C_54,2026-01-01 09:05:00,Verificacion_Automatica,API,2
C_54,2026-01-01 09:07:00,Comprobar_Antecedentes,API,1
C_54,2026-01-01 09:09:00,Calculo_Scoring,API,1
C_54,2026-01-01 09:14:00,Aprobacion_Automatica,Sistema,0
C_54,2026-01-01 09:19:00,Emitir_Transferencia,Banco,5
C_55,2026-01-01 09:10:00,Recibir_Solicitud,Sistema,0
C_55,2026-01-01 09:15:00,Verificacion_Automatica,API,2
C_55,2026-01-01 09:17:00,Calculo_Scoring,API,1
C_55,2026-01-01 09:19:00,Comprobar_Antecedentes,API,1
C_55,2026-01-01 09:24:00,Aprobacion_Automatica,Sistema,0
C_55,2026-01-01 09:29:00,Emitir_Transferencia,Banco,5
C_56,2026-01-01 09:20:00,Recibir_Solicitud,Sistema,0
C_56,2026-01-01 09:25:00,Verificacion_Automatica,API,2
C_56,2026-01-01 09:27:00,Comprobar_Antecedentes,API,1
C_56,2026-01-01 09:29:00,Calculo_Scoring,API,1
C_56,2026-01-01 09:34:00,Aprobacion_Automatica,Sistema,0
C_56,2026-01-01 09:39:00,Emitir_Transferencia,Banco,5
C_57,2026-01-01 09:30:00,Recibir_Solicitud,Sistema,0
C_57,2026-01-01 09:35:00,Verificacion_Automatica,API,2
C_57,2026-01-01 09:37:00,Comprobar_Antecedentes,API,1
C_57,2026-01-01 09:39:00,Calculo_Scoring,API,1
C_57,2026-01-01 09:44:00,Aprobacion_Automatica,Sistema,0
C_57,2026-01-01 09:49:00,Emitir_Transferencia,Banco,5
C_58,2026-01-01 09:40:00,Recibir_Solicitud,Sistema,0
C_58,2026-01-01 09:45:00,Verificacion_Automatica,API,2
C_58,2026-01-01 09:47:00,Comprobar_Antecedentes,API,1
C_58,2026-01-01 09:49:00,Calculo_Scoring,API,1
C_58,2026-01-01 09:54:00,Aprobacion_Automatica,Sistema,0
C_58,2026-01-01 09:59:00,Emitir_Transferencia,Banco,5
C_59,2026-01-01 09:50:00,Recibir_Solicitud,Sistema,0
C_59,2026-01-01 09:55:00,Verificacion_Automatica,API,2
C_59,2026-01-01 09:57:00,Comprobar_Antecedentes,API,1
C_59,2026-01-01 09:59:00,Calculo_Scoring,API,1
C_59,2026-01-01 10:04:00,Requiere_Revision_Manual,Sistema,0
C_59,2026-01-01 12:04:00,Analisis_Riesgo_Manual,Empleado,50
C_59,2026-01-01 12:34:00,Rechazo_Manual,Empleado,0
C_60,2026-01-01 10:00:00,Recibir_Solicitud,Sistema,0
C_60,2026-01-01 10:05:00,Verificacion_Automatica,API,2
C_60,2026-01-01 10:07:00,Calculo_Scoring,API,1
C_60,2026-01-01 10:09:00,Comprobar_Antecedentes,API,1
C_60,2026-01-01 10:14:00,Aprobacion_Automatica,Sistema,0
C_60,2026-01-01 10:19:00,Emitir_Transferencia,Banco,5
C_61,2026-01-01 10:10:00,Recibir_Solicitud,Sistema,0
C_61,2026-01-01 10:15:00,Verificacion_Automatica,API,2
C_61,2026-01-01 10:17:00,Calculo_Scoring,API,1
C_61,2026-01-01 10:19:00,Comprobar_Antecedentes,API,1
C_61,2026-01-01 10:24:00,Aprobacion_Automatica,Sistema,0
C_61,2026-01-01 10:29:00,Emitir_Transferencia,Banco,5
C_62,2026-01-01 10:20:00,Recibir_Solicitud,Sistema,0
C_62,2026-01-01 10:25:00,Verificacion_Automatica,API,2
C_62,2026-01-01 10:27:00,Calculo_Scoring,API,1
C_62,2026-01-01 10:29:00,Comprobar_Antecedentes,API,1
C_62,2026-01-01 10:34:00,Requiere_Revision_Manual,Sistema,0
C_62,2026-01-01 12:34:00,Analisis_Riesgo_Manual,Empleado,50
C_62,2026-01-01 13:04:00,Aprobacion_Manual,Empleado,0
C_63,2026-01-01 10:30:00,Recibir_Solicitud,Sistema,0
C_63,2026-01-01 10:35:00,Verificacion_Automatica,API,2
C_63,2026-01-01 10:37:00,Calculo_Scoring,API,1
C_63,2026-01-01 10:39:00,Comprobar_Antecedentes,API,1
C_63,2026-01-01 10:44:00,Aprobacion_Automatica,Sistema,0
C_63,2026-01-01 10:49:00,Emitir_Transferencia,Banco,5
C_64,2026-01-01 10:40:00,Recibir_Solicitud,Sistema,0
C_64,2026-01-01 10:45:00,Verificacion_Automatica,API,2
C_64,2026-01-01 10:47:00,Comprobar_Antecedentes,API,1
C_64,2026-01-01 10:49:00,Calculo_Scoring,API,1
C_64,2026-01-01 10:54:00,Aprobacion_Automatica,Sistema,0
C_64,2026-01-01 10:59:00,Emitir_Transferencia,Banco,5
C_65,2026-01-01 10:50:00,Recibir_Solicitud,Sistema,0
C_65,2026-01-01 10:55:00,Verificacion_Automatica,API,2
C_65,2026-01-01 10:57:00,Comprobar_Antecedentes,API,1
C_65,2026-01-01 10:59:00,Calculo_Scoring,API,1
C_65,2026-01-01 11:04:00,Requiere_Revision_Manual,Sistema,0
C_65,2026-01-01 13:04:00,Analisis_Riesgo_Manual,Empleado,50
C_65,2026-01-01 13:34:00,Aprobacion_Manual,Empleado,0
C_66,2026-01-01 11:00:00,Recibir_Solicitud,Sistema,0
C_66,2026-01-01 11:05:00,Verificacion_Automatica,API,2
